!ALA_ASP_M_RXN_ASPT	:	asp_L_c -> fum_c + nh4_c	! LEFT-TO-RIGHT	! C4H6NO4 -> C4H2O4 + H4N	! -1 -> -2 + 1	! L-aspartase	! Alanine and Aspartate Metabolism	! b4139	! aspA
COF_PRG_BS_RXN_IPDDI	:	ipdp_c <-> dmpp_c	! REVERSIBLE	! C5H9O7P2 <-> C5H9O7P2	! -3 <-> -3	! isopentenyl-diphosphate D-isomerase	! Cofactor and Prosthetic Group Biosynthesis	! b2889	! idi
COF_PRG_BS_RXN_IPDPS	:	h2mb4p_c + nadh_c + h_c -> h2o_c + ipdp_c + nad_c	! LEFT-TO-RIGHT	! C5H9O8P2 + C21H27N7O14P2 + H -> H2O + C5H9O7P2 + C21H26N7O14P2	! -3 + -2 + 1 -> 0 + -3 + -1	! 1-hydroxy-2-methyl-2-(E)-butenyl 4-diphosphate reductase (ipdp)	! Cofactor and Prosthetic Group Biosynthesis	! b0029	! ispH
COF_PRG_BS_RXN_MALCOAMT	:	malcoa_c + amet_c -> malcoame_c + ahcys_c	! LEFT-TO-RIGHT	! C24H33N7O19P3S + C15H23N6O5S -> C25H36N7O19P3S + C14H20N6O5S	! -5 + 1 -> -4 + 0	! Malonyl-CoA methyltransferase	! Cofactor and Prosthetic Group Biosynthesis	! b0777	! bioC
COF_PRG_BS_RXN_MECDPDH5	:	2.0 * flxr_c + 2mecdp_c + h_c -> h2mb4p_c + 2.0 * flxso_c + h2o_c	! LEFT-TO-RIGHT	! 2.0 * XH + C5H10O9P2 + H -> C5H9O8P2 + 2.0 * XH + H2O	! 2.0 * -1 + -2 + 1 -> -3 + 2.0 * 0 + 0	! 2C-methyl-D-erythritol 2,4 cyclodiphosphate dehydratase	! Cofactor and Prosthetic Group Biosynthesis	! b2895&b2515|b0684&b2515	! fldB&ispG|fldA&ispG
COF_PRG_BS_RXN_MECDPS	:	2p4c2me_c -> 2mecdp_c + cmp_c	! LEFT-TO-RIGHT	! C14H22N3O17P3 -> C5H10O9P2 + C9H12N3O8P	! -4 -> -2 + -2	! 2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase	! Cofactor and Prosthetic Group Biosynthesis	! b2746	! ispF
COF_PRG_BS_RXN_MEPCT	:	2me4p_c + ctp_c + h_c -> 4c2me_c + ppi_c	! LEFT-TO-RIGHT	! C5H11O7P + C9H12N3O14P3 + H -> C14H23N3O14P2 + HO7P2	! -2 + -4 + 1 -> -2 + -3	! 2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase	! Cofactor and Prosthetic Group Biosynthesis	! b2747	! ispD
COF_PRG_BS_RXN_MOADSUx	:	nadh_c + moadamp_c + iscssh_c -> amp_c + nad_c + iscs_c + moadcosh_c	! LEFT-TO-RIGHT	! C21H27N7O14P2 + C11H12N5O8P1X + HS2R -> C10H12N5O7P + C21H26N7O14P2 + HSR + C1H1O1S1X	! -2 + -1 + 0 -> -2 + -1 + 0 + 0	! MoaD sulfuration (nadh, assumed)	! Cofactor and Prosthetic Group Biosynthesis	! b2530&b0784	! iscS&moaD
COF_PRG_BS_RXN_MOCOS	:	mobd_c + 2.0 * h_c + mptamp_c -> moco_c + amp_c + cu2_c + h2o_c	! LEFT-TO-RIGHT	! MoO4 + 2.0 * H + C20H22N10O12P2S2Cu -> C10H10N5O8PS2Mo + C10H12N5O7P + Cu + H2O	! -2 + 2.0 * 1 + -2 -> -2 + -2 + 2 + 0	! molybdenum cofactor synthase	! Cofactor and Prosthetic Group Biosynthesis	! b0827	! moeA
COF_PRG_BS_RXN_MOHMT	:	mlthf_c + 3mob_c + h2o_c -> thf_c + 2dhp_c	! LEFT-TO-RIGHT	! C20H21N7O6 + C5H7O3 + H2O -> C19H21N7O6 + C6H9O4	! -2 + -1 + 0 -> -2 + -1	! 3-methyl-2-oxobutanoate hydroxymethyltransferase	! Cofactor and Prosthetic Group Biosynthesis	! b0134	! panB
COF_PRG_BS_RXN_MPTAT	:	mpt_c + h_c + atp_c -> mptamp_c + ppi_c	! LEFT-TO-RIGHT	! C10H10N5O6PS2Cu + H + C10H12N5O13P3 -> C20H22N10O12P2S2Cu + HO7P2	! -2 + 1 + -4 -> -2 + -3	! molybdopterin adenylyltransferase	! Cofactor and Prosthetic Group Biosynthesis	! b0009	! mog
COF_PRG_BS_RXN_MPTS	:	2.0 * moadcosh_c + cu2_c + cpmp_c -> 5.0 * h_c + mpt_c + 2.0 * moadcoo_c	! LEFT-TO-RIGHT	! 2.0 * C1H1O1S1X + Cu + C10H13N5O8P -> 5.0 * H + C10H10N5O6PS2Cu + 2.0 * C1O2X	! 2.0 * 0 + 2 + -1 -> 5.0 * 1 + -2 + 2.0 * -1	! molybdopterin synthase	! Cofactor and Prosthetic Group Biosynthesis	! b0784&b0785	! moaD&moaE
COF_PRG_BS_RXN_MPTSS	:	atp_c + moadcoo_c + h_c -> ppi_c + moadamp_c	! LEFT-TO-RIGHT	! C10H12N5O13P3 + C1O2X + H -> HO7P2 + C11H12N5O8P1X	! -4 + -1 + 1 -> -3 + -1	! molybdopterin synthase sulfurylase	! Cofactor and Prosthetic Group Biosynthesis	! b0826	! moeB
COF_PRG_BS_RXN_NADDP	:	nad_c + h2o_c -> amp_c + 2.0 * h_c + nmn_c	! LEFT-TO-RIGHT	! C21H26N7O14P2 + H2O -> C10H12N5O7P + 2.0 * H + C11H14N2O8P	! -1 + 0 -> -2 + 2.0 * 1 + -1	! NAD diphosphatase	! Cofactor and Prosthetic Group Biosynthesis	! b3996|b2411	! nudC|ligA
COF_PRG_BS_RXN_NADK	:	nad_c + atp_c <-> nadp_c + adp_c + h_c	! LEFT-TO-RIGHT	! C21H26N7O14P2 + C10H12N5O13P3 -> C21H25N7O17P3 + C10H12N5O10P2 + H	! -1 + -4 -> -3 + -3 + 1	! NAD kinase	! Cofactor and Prosthetic Group Biosynthesis	! b2615	! nadK
COF_PRG_BS_RXN_NADN	:	nad_c + h2o_c -> adprib_c + ncam_c + h_c	! LEFT-TO-RIGHT	! C21H26N7O14P2 + H2O -> C15H21N5O14P2 + C6H6N2O + H	! -1 + 0 -> -2 + 0 + 1	! NAD nucleosidase	! Cofactor and Prosthetic Group Biosynthesis	! Unknown	! Unknown
COF_PRG_BS_RXN_NADPPPS	:	nadp_c + h2o_c -> nad_c + pi_c	! LEFT-TO-RIGHT	! C21H25N7O17P3 + H2O -> C21H26N7O14P2 + HO4P	! -3 + 0 -> -1 + -2	! NADP phosphatase	! Cofactor and Prosthetic Group Biosynthesis	! Unknown	! Unknown
COF_PRG_BS_RXN_NADS1	:	atp_c + dnad_c + nh4_c -> amp_c + ppi_c + nad_c + h_c	! LEFT-TO-RIGHT	! C10H12N5O13P3 + C21H24N6O15P2 + H4N -> C10H12N5O7P + HO7P2 + C21H26N7O14P2 + H	! -4 + -2 + 1 -> -2 + -3 + -1 + 1	! NAD synthase (nh3)	! Cofactor and Prosthetic Group Biosynthesis	! b1740	! nadE
COF_PRG_BS_RXN_NAMNPP	:	atp_c + h2o_c + prpp_c + nac_c -> ppi_c + nicrnt_c + pi_c + adp_c	! LEFT-TO-RIGHT	! C10H12N5O13P3 + H2O + C5H8O14P3 + C6H4NO2 -> HO7P2 + C11H12NO9P + HO4P + C10H12N5O10P2	! -4 + 0 + -5 + -1 -> -3 + -2 + -2 + -3	! nicotinic acid mononucleotide pyrophosphorylase	! Cofactor and Prosthetic Group Biosynthesis	! b0931	! pncB
COF_PRG_BS_RXN_NMNAT	:	atp_c + h_c + nmn_c -> ppi_c + nad_c	! LEFT-TO-RIGHT	! C10H12N5O13P3 + H + C11H14N2O8P -> HO7P2 + C21H26N7O14P2	! -4 + 1 + -1 -> -3 + -1	! nicotinamide-nucleotide adenylyltransferase	! Cofactor and Prosthetic Group Biosynthesis	! b4390|b0639	! nadR|nadD
COF_PRG_BS_RXN_NMNDA	:	nmn_c + h2o_c -> nh4_c + nicrnt_c	! LEFT-TO-RIGHT	! C11H14N2O8P + H2O -> H4N + C11H12NO9P	! -1 + 0 -> 1 + -2	! nicotinamide-nucleotide amidase	! Cofactor and Prosthetic Group Biosynthesis	! Unknown	! Unknown
COF_PRG_BS_RXN_NMNN	:	nmn_c + h2o_c -> h_c + ncam_c + r5p_c	! LEFT-TO-RIGHT	! C11H14N2O8P + H2O -> H + C6H6N2O + C5H9O8P	! -1 + 0 -> 1 + 0 + -2	! NMN nucleosidase	! Cofactor and Prosthetic Group Biosynthesis	! Unknown	! Unknown
COF_PRG_BS_RXN_NNAM	:	ncam_c + h2o_c -> nac_c + nh4_c	! LEFT-TO-RIGHT	! C6H6N2O + H2O -> C6H4NO2 + H4N	! 0 + 0 -> -1 + 1	! nicotinamidase	! Cofactor and Prosthetic Group Biosynthesis	! b1768	! pncA
COF_PRG_BS_RXN_NNDPR	:	prpp_c + quln_c + 2.0 * h_c -> co2_c + ppi_c + nicrnt_c	! LEFT-TO-RIGHT	! C5H8O14P3 + C7H3NO4 + 2.0 * H -> CO2 + HO7P2 + C11H12NO9P	! -5 + -2 + 2.0 * 1 -> 0 + -3 + -2	! nicotinate-nucleotide diphosphorylase (carboxylating)	! Cofactor and Prosthetic Group Biosynthesis	! b0109	! nadC
COF_PRG_BS_RXN_OCTDPS	:	frdp_c + 5.0 * ipdp_c -> octdp_c + 5.0 * ppi_c	! LEFT-TO-RIGHT	! C15H25O7P2 + 5.0 * C5H9O7P2 -> C40H65O7P2 + 5.0 * HO7P2	! -3 + 5.0 * -3 -> -3 + 5.0 * -3	! Octaprenyl pyrophosphate synthase	! Cofactor and Prosthetic Group Biosynthesis	! b3187	! ispB
COF_PRG_BS_RXN_OGMEACPD	:	hgmeACP_c -> egmeACP_c + h2o_c	! LEFT-TO-RIGHT	! C17H29N2O11PRS -> C17H27N2O10PRS + H2O	! -1 -> -1 + 0	! 3-Oxo-glutaryl-[ACP] methyl ester dehydratase	! Cofactor and Prosthetic Group Biosynthesis	! b0180	! fabZ
COF_PRG_BS_RXN_OGMEACPR	:	h_c + ogmeACP_c + nadph_c -> nadp_c + hgmeACP_c	! LEFT-TO-RIGHT	! H + C17H27N2O11PRS + C21H26N7O17P3 -> C21H25N7O17P3 + C17H29N2O11PRS	! 1 + -1 + -4 -> -3 + -1	! 3-Oxo-glutaryl-[ACP] methyl ester reductase	! Cofactor and Prosthetic Group Biosynthesis	! b1093	! fabG
COF_PRG_BS_RXN_OGMEACPS	:	malcoame_c + malACP_c + h_c -> coa_c + co2_c + ogmeACP_c	! LEFT-TO-RIGHT	! C25H36N7O19P3S + C14H22N2O10PRS + H -> C21H32N7O16P3S + CO2 + C17H27N2O11PRS	! -4 + -2 + 1 -> -4 + 0 + -1	! 3-Oxo-glutaryl-[ACP] methyl ester synthase	! Cofactor and Prosthetic Group Biosynthesis	! b1091	! fabH
COF_PRG_BS_RXN_OHPBAT	:	ohpb_c + glu_L_c <-> akg_c + phthr_c	! REVERSIBLE	! C4H4O8P + C5H8NO4 <-> C5H4O5 + C4H8NO7P	! -3 + -1 <-> -2 + -2	! O-Phospho-4-hydroxy-L-threonine:2-oxoglutarate aminotransferase	! Cofactor and Prosthetic Group Biosynthesis	! b0907	! serC
COF_PRG_BS_RXN_OPHBDC	:	h_c + 3ophb_c -> 2oph_c + co2_c	! LEFT-TO-RIGHT	! H + C47H69O3 -> C46H70O + CO2	! 1 + -1 -> 0 + 0	! Octaprenyl-hydroxybenzoate decarboxylase	! Cofactor and Prosthetic Group Biosynthesis	! b3843&b2311	! ubiD&ubiX
COF_PRG_BS_RXN_OPHHX	:	2oph_c + 0.5 * o2_c -> 2ohph_c	! LEFT-TO-RIGHT	! C46H70O + 0.5 * O2 -> C46H70O2	! 0 + 0.5 * 0 -> 0	! 2-Octaprenylphenol hydroxylase	! Cofactor and Prosthetic Group Biosynthesis	! b3835	! ubiB
COF_PRG_BS_RXN_OPHHX3	:	2oph_c + 2.0 * atp_c + nad_c + 3.0 * h2o_c -> 2ohph_c + 3.0 * h_c + nadh_c + 2.0 * pi_c + 2.0 * adp_c	! LEFT-TO-RIGHT	! C46H70O + 2.0 * C10H12N5O13P3 + C21H26N7O14P2 + 3.0 * H2O -> C46H70O2 + 3.0 * H + C21H27N7O14P2 + 2.0 * HO4P + 2.0 * C10H12N5O10P2	! 0 + 2.0 * -4 + -1 + 3.0 * 0 -> 0 + 3.0 * 1 + -2 + 2.0 * -2 + 2.0 * -3	! 2-Octaprenylphenol hydroxylase (anaerobic)	! Cofactor and Prosthetic Group Biosynthesis	! Unknown	! Unknown
COF_PRG_BS_RXN_OPMEACPD	:	hpmeACP_c -> epmeACP_c + h2o_c	! LEFT-TO-RIGHT	! C19H33N2O11PRS -> C19H31N2O10PRS + H2O	! -1 -> -1 + 0	! 3-Oxo-pimeloyl-[ACP] methyl ester dehydratase	! Cofactor and Prosthetic Group Biosynthesis	! b0180	! fabZ
COF_PRG_BS_RXN_OPMEACPR	:	opmeACP_c + h_c + nadph_c -> nadp_c + hpmeACP_c	! LEFT-TO-RIGHT	! C19H31N2O11PRS + H + C21H26N7O17P3 -> C21H25N7O17P3 + C19H33N2O11PRS	! -1 + 1 + -4 -> -3 + -1	! 3-Oxo-pimeloyl-[ACP] methyl ester reductase	! Cofactor and Prosthetic Group Biosynthesis	! b1093	! fabG
COF_PRG_BS_RXN_OPMEACPS	:	malACP_c + h_c + gmeACP_c -> co2_c + opmeACP_c + ACP_c	! LEFT-TO-RIGHT	! C14H22N2O10PRS + H + C17H29N2O10PRS -> CO2 + C19H31N2O11PRS + C11H21N2O7PRS	! -2 + 1 + -1 -> 0 + -1 + -1	! 3-Oxo-pimeloyl-[ACP] methyl ester synthase	! Cofactor and Prosthetic Group Biosynthesis	! b2323	! fabB
COF_PRG_BS_RXN_PANTS	:	atp_c + pant_R_c + ala_B_c -> amp_c + ppi_c + pnto_R_c + h_c	! LEFT-TO-RIGHT	! C10H12N5O13P3 + C6H11O4 + C3H7NO2 -> C10H12N5O7P + HO7P2 + C9H16NO5 + H	! -4 + -1 + 0 -> -2 + -3 + -1 + 1	! pantothenate synthase	! Cofactor and Prosthetic Group Biosynthesis	! b0133	! panC
COF_PRG_BS_RXN_PDX5PO2	:	pdx5p_c + nad_c -> pydx5p_c + h_c + nadh_c	! LEFT-TO-RIGHT	! C8H10NO6P + C21H26N7O14P2 -> C8H8NO6P + H + C21H27N7O14P2	! -2 + -1 -> -2 + 1 + -2	! pyridoxine 5'-phosphate oxidase (anaerboic	! Cofactor and Prosthetic Group Biosynthesis	! Unknown	! Unknown
COF_PRG_BS_RXN_PDX5POi	:	pdx5p_c + o2_c -> h2o2_c + pydx5p_c	! LEFT-TO-RIGHT	! C8H10NO6P + O2 -> H2O2 + C8H8NO6P	! -2 + 0 -> 0 + -2	! pyridoxine 5'-phosphate oxidase	! Cofactor and Prosthetic Group Biosynthesis	! b1638	! pdxH
COF_PRG_BS_RXN_PDX5PS	:	nad_c + dxyl5p_c + phthr_c -> nadh_c + 2.0 * h2o_c + pdx5p_c + h_c + pi_c + co2_c	! LEFT-TO-RIGHT	! C21H26N7O14P2 + C5H9O7P + C4H8NO7P -> C21H27N7O14P2 + 2.0 * H2O + C8H10NO6P + H + HO4P + CO2	! -1 + -2 + -2 -> -2 + 2.0 * 0 + -2 + 1 + -2 + 0	! Pyridoxine 5'-phosphate synthase	! Cofactor and Prosthetic Group Biosynthesis	! b0052&b2564	! pdxA&pdxJ
COF_PRG_BS_RXN_PDXPP	:	pdx5p_c + h2o_c -> pi_c + pydxn_c	! LEFT-TO-RIGHT	! C8H10NO6P + H2O -> HO4P + C8H11NO3	! -2 + 0 -> -2 + 0	! Pyridoxine 5-phosphate phosphatase	! Cofactor and Prosthetic Group Biosynthesis	! b0766	! ybhA
COF_PRG_BS_RXN_PERD	:	nad_c + 4per_c <-> h_c + ohpb_c + nadh_c	! REVERSIBLE	! C21H26N7O14P2 + C4H6O8P <-> H + C4H4O8P + C21H27N7O14P2	! -1 + -3 <-> 1 + -3 + -2	! Erythronate 4-phosphate (4per) dehydrogenase	! Cofactor and Prosthetic Group Biosynthesis	! b2320	! pdxB
COF_PRG_BS_RXN_PMDPHT	:	h2o_c + 5aprbu_c -> pi_c + 4r5au_c	! LEFT-TO-RIGHT	! H2O + C9H15N4O9P -> HO4P + C9H16N4O6	! 0 + -2 -> -2 + 0	! pyrimidine phosphatase	! Cofactor and Prosthetic Group Biosynthesis	! Unknown	! Unknown
COF_PRG_BS_RXN_PMEACPE	:	pmeACP_c + h2o_c -> meoh_c + pimACP_c	! LEFT-TO-RIGHT	! C19H33N2O10PRS + H2O -> CH4O1 + C18H31N2O10PRS	! -1 + 0 -> 0 + -1	! Pimeloyl-[ACP] methyl ester esterase	! Cofactor and Prosthetic Group Biosynthesis	! b3412	! bioH
COF_PRG_BS_RXN_PMPK	:	4ampm_c + atp_c -> adp_c + 2mahmp_c	! LEFT-TO-RIGHT	! C6H8N3O4P + C10H12N5O13P3 -> C10H12N5O10P2 + C6H8N3O7P2	! -2 + -4 -> -3 + -3	! phosphomethylpyrimidine kinase	! Cofactor and Prosthetic Group Biosynthesis	! b2103	! thiD
COF_PRG_BS_RXN_PNTK	:	pnto_R_c + atp_c -> 4ppan_c + adp_c + h_c	! LEFT-TO-RIGHT	! C9H16NO5 + C10H12N5O13P3 -> C9H15NO8P + C10H12N5O10P2 + H	! -1 + -4 -> -3 + -3 + 1	! pantothenate kinase	! Cofactor and Prosthetic Group Biosynthesis	! b3974	! coaA
COF_PRG_BS_RXN_PPBNGS	:	2.0 * 5aop_c -> h_c + 2.0 * h2o_c + ppbng_c	! LEFT-TO-RIGHT	! 2.0 * C5H9NO3 -> H + 2.0 * H2O + C10H13N2O4	! 2.0 * 0 -> 1 + 2.0 * 0 + -1	! porphobilinogen synthase	! Cofactor and Prosthetic Group Biosynthesis	! b0369	! hemB
COF_PRG_BS_RXN_PPCDC	:	4ppcys_c + h_c -> co2_c + pan4p_c	! LEFT-TO-RIGHT	! C12H20N2O9PS + H -> CO2 + C11H21N2O7PS	! -3 + 1 -> 0 + -2	! phosphopantothenoylcysteine decarboxylase	! Cofactor and Prosthetic Group Biosynthesis	! b3639	! dfp
COF_PRG_BS_RXN_PPGPPDP	:	ppgpp_c + h2o_c -> gdp_c + ppi_c	! LEFT-TO-RIGHT	! C10H11N5O17P4 + H2O -> C10H12N5O11P2 + HO7P2	! -6 + 0 -> -3 + -3	! guanosine-3',5'-bis(diphosphate) 3'-diphosphatase	! Cofactor and Prosthetic Group Biosynthesis	! b3650	! spoT
COF_PRG_BS_RXN_PPNCL2	:	cys_L_c + 4ppan_c + ctp_c -> cmp_c + ppi_c + h_c + 4ppcys_c	! LEFT-TO-RIGHT	! C3H7NO2S + C9H15NO8P + C9H12N3O14P3 -> C9H12N3O8P + HO7P2 + H + C12H20N2O9PS	! 0 + -3 + -4 -> -2 + -3 + 1 + -3	! phosphopantothenate-cysteine ligase	! Cofactor and Prosthetic Group Biosynthesis	! b3639	! dfp
COF_PRG_BS_RXN_PPPGO	:	pppg9_c + 1.5 * o2_c -> ppp9_c + 3.0 * h2o_c	! LEFT-TO-RIGHT	! C34H38N4O4 + 1.5 * O2 -> C34H32N4O4 + 3.0 * H2O	! -2 + 1.5 * 0 -> -2 + 3.0 * 0	! protoporphyrinogen oxidase (aerobic)	! Cofactor and Prosthetic Group Biosynthesis	! b3850	! hemG
COF_PRG_BS_RXN_PPPGO3	:	pppg9_c + 3.0 * fum_c -> 3.0 * succ_c + ppp9_c	! LEFT-TO-RIGHT	! C34H38N4O4 + 3.0 * C4H2O4 -> 3.0 * C4H4O4 + C34H32N4O4	! -2 + 3.0 * -2 -> 3.0 * -2 + -2	! protoporphyrinogen oxidase (anaerobic)	! Cofactor and Prosthetic Group Biosynthesis	! b3850	! hemG
COF_PRG_BS_RXN_PTPATi	:	atp_c + pan4p_c + h_c -> dpcoa_c + ppi_c	! LEFT-TO-RIGHT	! C10H12N5O13P3 + C11H21N2O7PS + H -> C21H33N7O13P2S + HO7P2	! -4 + -2 + 1 -> -2 + -3	! pantetheine-phosphate adenylyltransferase	! Cofactor and Prosthetic Group Biosynthesis	! b3634	! coaD
COF_PRG_BS_RXN_PYAM5PO	:	pyam5p_c + o2_c + h2o_c -> h2o2_c + pydx5p_c + nh4_c	! LEFT-TO-RIGHT	! C8H12N2O5P + O2 + H2O -> H2O2 + C8H8NO6P + H4N	! -1 + 0 + 0 -> 0 + -2 + 1	! pyridoxamine 5'-phosphate oxidase	! Cofactor and Prosthetic Group Biosynthesis	! b1638	! pdxH
COF_PRG_BS_RXN_PYDAMK	:	pydam_c + atp_c -> adp_c + h_c + pyam5p_c	! LEFT-TO-RIGHT	! C8H13N2O2 + C10H12N5O13P3 -> C10H12N5O10P2 + H + C8H12N2O5P	! 1 + -4 -> -3 + 1 + -1	! pyridoxamine kinase	! Cofactor and Prosthetic Group Biosynthesis	! b2418	! pdxK
COF_PRG_BS_RXN_PYDXK	:	atp_c + pydx_c -> adp_c + h_c + pydx5p_c	! LEFT-TO-RIGHT	! C10H12N5O13P3 + C8H9NO3 -> C10H12N5O10P2 + H + C8H8NO6P	! -4 + 0 -> -3 + 1 + -2	! pyridoxal kinase	! Cofactor and Prosthetic Group Biosynthesis	! b1636|b2418	! pdxY|pdxK
COF_PRG_BS_RXN_PYDXNK	:	atp_c + pydxn_c -> adp_c + h_c + pdx5p_c	! LEFT-TO-RIGHT	! C10H12N5O13P3 + C8H11NO3 -> C10H12N5O10P2 + H + C8H10NO6P	! -4 + 0 -> -3 + 1 + -2	! pyridoxine kinase	! Cofactor and Prosthetic Group Biosynthesis	! b2418	! pdxK
COF_PRG_BS_RXN_PYDXPP	:	pydx5p_c + h2o_c -> pi_c + pydx_c	! LEFT-TO-RIGHT	! C8H8NO6P + H2O -> HO4P + C8H9NO3	! -2 + 0 -> -2 + 0	! Pyridoxal 5-phosphate phosphatase	! Cofactor and Prosthetic Group Biosynthesis	! b0446|b3826|b0766	! cof|yigL|ybhA
COF_PRG_BS_RXN_QULNS	:	dhap_c + iasp_c -> pi_c + 2.0 * h2o_c + quln_c	! LEFT-TO-RIGHT	! C3H5O6P + C4H3NO4 -> HO4P + 2.0 * H2O + C7H3NO4	! -2 + -2 -> -2 + 2.0 * 0 + -2	! quinolinate synthase	! Cofactor and Prosthetic Group Biosynthesis	! b0750	! nadA
COF_PRG_BS_RXN_RBFK	:	atp_c + ribflv_c -> adp_c + fmn_c + h_c	! LEFT-TO-RIGHT	! C10H12N5O13P3 + C17H20N4O6 -> C10H12N5O10P2 + C17H19N4O9P + H	! -4 + 0 -> -3 + -2 + 1	! riboflavin kinase	! Cofactor and Prosthetic Group Biosynthesis	! b0025	! ribF
COF_PRG_BS_RXN_RBFSa	:	db4p_c + 4r5au_c -> dmlz_c + pi_c + 2.0 * h2o_c	! LEFT-TO-RIGHT	! C4H7O6P + C9H16N4O6 -> C13H18N4O6 + HO4P + 2.0 * H2O	! -2 + 0 -> 0 + -2 + 2.0 * 0	! riboflavin synthase	! Cofactor and Prosthetic Group Biosynthesis	! b1662	! ribC
COF_PRG_BS_RXN_RBFSb	:	2.0 * dmlz_c -> ribflv_c + 4r5au_c	! LEFT-TO-RIGHT	! 2.0 * C13H18N4O6 -> C17H20N4O6 + C9H16N4O6	! 2.0 * 0 -> 0 + 0	! riboflavin synthase	! Cofactor and Prosthetic Group Biosynthesis	! b0415	! ribE
COF_PRG_BS_RXN_S2FE2SR	:	sufsesh_c + h2o_c + atp_c + sufbcd_c + 2fe1s_c -> sufse_c + 5.0 * h_c + sufbcd_2fe2s_c + pi_c + adp_c	! LEFT-TO-RIGHT	! HS2R + H2O + C10H12N5O13P3 + H8O2S6R + SFe2 -> HSR + 5.0 * H + H4O2S8Fe2R + HO4P + C10H12N5O10P2	! 0 + 0 + -4 + 0 + 2 -> 0 + 5.0 * 1 + -2 + -2 + -3	! SUF [2Fe-2S] regeneration	! Cofactor and Prosthetic Group Biosynthesis	! b1683&b1682&b1681&b1679&b1680	! sufB&sufC&sufD&sufE&sufS
COF_PRG_BS_RXN_S2FE2SS	:	2.0 * sufsesh_c + h2o_c + fadh2_c + atp_c + sufbcd_c + 2.0 * fe2_c -> fad_c + 2.0 * sufse_c + sufbcd_2fe2s_c + adp_c + pi_c + 7.0 * h_c	! LEFT-TO-RIGHT	! 2.0 * HS2R + H2O + C27H33N9O15P2 + C10H12N5O13P3 + H8O2S6R + 2.0 * Fe -> C27H31N9O15P2 + 2.0 * HSR + H4O2S8Fe2R + C10H12N5O10P2 + HO4P + 7.0 * H	! 2.0 * 0 + 0 + -2 + -4 + 0 + 2.0 * 2 -> -2 + 2.0 * 0 + -2 + -3 + -2 + 7.0 * 1	! SUF [2Fe-2S] Synthesis	! Cofactor and Prosthetic Group Biosynthesis	! b3807&b1683&b1682&b1681&b1679&b1680	! cyaY&sufB&sufC&sufD&sufE&sufS
COF_PRG_BS_RXN_S2FE2SS2	:	2.0 * sufsesh_c + h2o_c + fadh2_c + atp_c + 2.0 * fe2_c + sufbcd_2fe2s_c -> adp_c + fad_c + sufbcd_2fe2s2_c + 2.0 * sufse_c + pi_c + 7.0 * h_c	! LEFT-TO-RIGHT	! 2.0 * HS2R + H2O + C27H33N9O15P2 + C10H12N5O13P3 + 2.0 * Fe + H4O2S8Fe2R -> C10H12N5O10P2 + C27H31N9O15P2 + O2S10Fe4R + 2.0 * HSR + HO4P + 7.0 * H	! 2.0 * 0 + 0 + -2 + -4 + 2.0 * 2 + -2 -> -3 + -2 + -4 + 2.0 * 0 + -2 + 7.0 * 1	! SUF [2Fe-2S] Synthesis II	! Cofactor and Prosthetic Group Biosynthesis	! b3807&b1683&b1682&b1681&b1679&b1680	! cyaY&sufB&sufC&sufD&sufE&sufS
COF_PRG_BS_RXN_S2FE2ST	:	sufbcd_2fe2s_c + 4.0 * h_c -> 2fe2s_c + sufbcd_c	! LEFT-TO-RIGHT	! H4O2S8Fe2R + 4.0 * H -> S2Fe2 + H8O2S6R	! -2 + 4.0 * 1 -> 2 + 0	! SUF [2Fe-2S] Transfer	! Cofactor and Prosthetic Group Biosynthesis	! b1684&b1683&b1682&b1681	! sufA&sufB&sufC&sufD
COF_PRG_BS_RXN_S4FE4SR	:	fadh2_c + sufbcd_2fe2s2_c + 2.0 * h_c -> fad_c + sufbcd_4fe4s_c	! LEFT-TO-RIGHT	! C27H33N9O15P2 + O2S10Fe4R + 2.0 * H -> C27H31N9O15P2 + H4O2S10Fe4R	! -2 + -4 + 2.0 * 1 -> -2 + -2	! SUF [4Fe-4S] Reduction	! Cofactor and Prosthetic Group Biosynthesis	! b1683&b1682&b1681	! sufB&sufC&sufD
COF_PRG_BS_RXN_S4FE4ST	:	sufbcd_4fe4s_c + 4.0 * h_c -> sufbcd_c + 4fe4s_c	! LEFT-TO-RIGHT	! H4O2S10Fe4R + 4.0 * H -> H8O2S6R + S4Fe4	! -2 + 4.0 * 1 -> 0 + 2	! SUF [4Fe-4S] Transfer	! Cofactor and Prosthetic Group Biosynthesis	! b1684&b1683&b1682&b1681	! sufA&sufB&sufC&sufD
COF_PRG_BS_RXN_SCYSDS	:	sufse_c + cys_L_c -> sufsesh_c + ala_L_c	! LEFT-TO-RIGHT	! HSR + C3H7NO2S -> HS2R + C3H7NO2	! 0 + 0 -> 0 + 0	! SUF Cysteine desulfuration	! Cofactor and Prosthetic Group Biosynthesis	! b1679&b1680	! sufE&sufS
COF_PRG_BS_RXN_SERASr	:	atp_c + ser_L_c + h_c <-> seramp_c + ppi_c	! REVERSIBLE	! C10H12N5O13P3 + C3H7NO3 + H <-> C13H19N6O9P + HO7P2	! -4 + 0 + 1 <-> 0 + -3	! (L-seryl)adenylate synthase	! Cofactor and Prosthetic Group Biosynthesis	! b0586	! entF
